LocationID|DisasterNo|Location|Latitude|Longitude
1307|1999-0577-BIH|Sarajevo, Bosnia and Herzegovina|43.8562586|18.4130763
1308|1999-0577-BIH|Trebinje, Bosnia and Herzegovina|42.7081585|18.3502638
1309|1999-0577-BIH|Čitluk, Bosnia and Herzegovina|43.2262492|17.6955277
1310|1999-0578-SCG|Loznica, Serbia|44.3129499|20.0634853
1311|1999-0578-SCG|Smederevska Palanka, Serbia|44.3653597|20.9590274
1312|1999-0578-SCG|Kikinda, Serbia|45.8311778|20.4737889
1313|1999-0578-SCG|Montenegro|42.708678|19.37439
1314|1999-0590-GBR|Belfast, UK|54.59728500000001|-5.93012
1315|1999-0590-GBR|Glasgow, UK|55.86167039999999|-4.2583345
1316|1999-0590-GBR|Birmingham, UK|52.48624299999999|-1.890401
1317|1999-0590-GBR|Edinburgh, UK|55.953252|-3.188267
1318|1999-0590-GBR|Cardiff, UK|51.483707|-3.1680962
1319|1999-0590-GBR|London, UK|51.5072178|-0.1275862
1320|1999-0590-GBR|Manchester, UK|53.4807593|-2.2426305
1321|1999-0590-LVA|Riga, Latvia|56.9676941|24.1056221
1322|1999-0601-RUS|Kizilyurt, Republic of Dagestan, Russia|43.2038354|46.8663546
1323|1999-0627-RUS|Moscow, Russia|55.755826|37.6173
1324|1999-0638-ESP|30193 La Puebla de Mula, Murcia, Spain|38.0361086|-1.4455834
1325|1999-0640-ITA|Sardinia, Italy|40.1208752|9.012892599999999
1326|1999-0640-ITA|18020 Calabria IM, Italy|44.0590879|7.983639399999999
1327|1999-0640-ITA|19020 Calabria SP, Italy|44.2889269|9.7013236
1328|1999-0642-FRA|Alpilles, 13210 Saint-Rémy-de-Provence, France|43.7577242|4.8512089
1329|1999-0643-FRA|25300 Doubs, France|46.92760000000001|6.349000999999999
1330|1999-0648-RUS|Chuguevka, Primorsky Krai, Russia|44.1676272|133.8685428
1331|1999-0648-RUS|Partizansk, Primorsky Krai, Russia|43.1175916|133.1194905
1332|1999-0722-SCG|Gjakova|42.3844104|20.4285021
1333|1999-0722-SCG|Serbia|44.016521|21.005859
1334|1999-0722-SCG|Peja|42.6592868|20.2887358
1335|1999-0722-SCG|Montenegro|42.708678|19.37439
1336|1999-9149-ESP|25587 València d'Àneu, Lleida, Spain|42.6339796|1.1096733
1337|1999-9149-ESP|Aragon, Spain|41.5976275|-0.9056623
1338|1999-9149-ESP|Murcia, Spain|37.9922399|-1.1306544
1339|1999-9149-ESP|Andalusia, Spain|37.5442706|-4.7277528
1340|1999-9149-ESP|Extremadura, Spain|39.4937392|-6.0679194
1341|2000-0028-ROU|Cluj-Napoca, Romania|46.7712101|23.6236353
1342|2000-0028-ROU|Satu Mare, Romania|47.8016702|22.8575926
1343|2000-0028-ROU|Bihor County, Romania|47.01575159999999|22.172266
1344|2000-0028-ROU|Sălaj, Romania|47.2090813|23.2121901
1345|2000-0029-BGR|Sofia, Bulgaria|42.6977082|23.3218675
1346|2000-0052-RUS|Republic of Tatarstan, Russia|55.1802364|50.7263945
1347|2000-0072-BIH|5VVH+VRF, Zenica, Bosnia and Herzegovina|44.1946954|17.8795555
1348|2000-0076-ISL|Stokkseyri, Iceland|63.8376262|-21.0606125
1349|2000-0155-AUT|Kitzsteinhorn, 5723, Austria|47.1833333|12.6833333
1350|2000-0164-RUS|North Ossetia–Alania Republic, Russia|43.0451302|44.2870972
1351|2000-0165-RUS|Moscow, Russia|55.755826|37.6173
1352|2000-0167-CZE|Central Bohemian Region, Czechia|49.8782223|14.9362955
1353|2000-0167-CZE|South Bohemian Region, Czechia|48.9457789|14.4416055
1354|2000-0167-CZE|Prague, Czechia|50.0755381|14.4378005
1355|2000-0167-ROU|Bistrița-Năsăud County, Romania|47.2486107|24.5322814
1356|2000-0167-ROU|Cluj-Napoca, Romania|46.7712101|23.6236353
1357|2000-0167-ROU|Hunedoara, Romania|45.7678128|22.9072331
1358|2000-0167-ROU|Maramureș, Romania|47.6737598|23.7456285
1359|2000-0179-RUS|Krymsky District, Krasnodar Krai, Russia|45.0387856|37.9171049
1360|2000-0179-RUS|Severskiy, Krasnodar Krai, Russia, 352317|45.223333|39.92749999999999
1361|2000-0179-RUS|Abinsky District, Krasnodar Krai, Russia|44.8537269|38.2932125
1362|2000-0187-ROU|Harghita County, Romania|46.4928507|25.6456696
1363|2000-0187-ROU|Satu Mare, Romania|47.8016702|22.8575926
1364|2000-0187-ROU|Hunedoara, Romania|45.7678128|22.9072331
1365|2000-0187-ROU|Arad, Romania|46.1865606|21.3122677
1366|2000-0187-ROU|Timiș, Romania|45.8138902|21.3331055
1367|2000-0187-ROU|Sălaj, Romania|47.2090813|23.2121901
1368|2000-0187-ROU|Botoșani, Romania|47.7406537|26.6658127
1369|2000-0187-ROU|Cluj-Napoca, Romania|46.7712101|23.6236353
1370|2000-0187-ROU|Bistrița, Romania|47.1392617|24.4890979
1371|2000-0187-ROU|Bihor County, Romania|47.01575159999999|22.172266
1372|2000-0191-HUN|Szolnok, Debreceni út 49, 5000 Hungary|47.1652606|20.2152596
1373|2000-0191-HUN|Szabolcs, 4467 Hungary|48.172427|21.4955708
1374|2000-0191-HUN|Borsod-Abaúj-Zemplén, Hungary|48.2939401|20.6934113
1375|2000-0196-SCG|Surjan, Serbia|45.3987066|20.8729063
1376|2000-0196-SCG|Montenegro|42.708678|19.37439
1377|2000-0202-RUS|Chelyabinsk Oblast, Russia|54.43194219999999|60.87889629999999
1378|2000-0202-RUS|Orenburg, Orenburg Oblast, Russia|51.768156|55.0969796
1379|2000-0218-RUS|Russia|61.52401|105.318756
1380|2000-0231-RUS|Buryatia, Russia|54.83311459999999|112.4060529
1381|2000-0231-RUS|Irkutsk Oblast, Russia|56.13214199999999|103.948625
1382|2000-0248-GBR|Edinburgh, UK|55.953252|-3.188267
1383|2000-0248-GBR|Aberdeen, UK|57.1498891|-2.0937528
1384|2000-0269-BLR|Gomel', Belarus|55.300186|28.7756564
1385|2000-0269-BLR|Minsk, Belarus|53.9006011|27.558972
1386|2000-0269-BLR|Mogilev, Belarus|53.8980663|30.3325337
1387|2000-0269-BLR|Grodno, Belarus|53.6687634|23.8222673
1388|2000-0269-BLR|Minsk Region, Belarus|53.9475861|27.4848989
1389|2000-0269-BLR|Brest, France|48.390394|-4.486076
1390|2000-0277-RUS|Ulyanovsk Oblast, Russia|53.9793357|47.7762426
1391|2000-0277-RUS|Chechnya, Russia|43.4023301|45.7187468
1392|2000-0277-RUS|Udmurt Republic, Russia|57.0670218|53.0277948
1393|2000-0277-RUS|Republic of Tatarstan, Russia|55.1802364|50.7263945
1394|2000-0277-RUS|Chuvashia Republic, Russia|55.55959920000001|46.9283536
1395|2000-0277-RUS|Mari El Republic, Russia|56.438457|47.9607757
1396|2000-0277-RUS|Republic of Bashkortostan, Russia|54.2312172|56.1645257
1397|2000-0277-RUS|Samara Oblast, Russia|53.41838389999999|50.4725528
1398|2000-0277-RUS|Nizhny Novgorod Oblast, Russia|55.7995159|44.0296769
1399|2000-0277-RUS|Kirov Oblast, Russia|58.4198529|50.2097248
1400|2000-0278-RUS|Tuva Republic, Russia|51.8872669|95.62601719999999
1401|2000-0278-RUS|Buryatia, Russia|54.83311459999999|112.4060529
1402|2000-0278-RUS|Kemerovo Oblast, Russia|54.7574648|87.4055288
1403|2000-0278-RUS|Altay, Altai, Altai Krai, Russia, 659043|53.0051263|83.3815283
1404|2000-0278-RUS|Novosibirsk Oblast, Russia|55.4467133|80.1043924
1405|2000-0278-RUS|Omsk Oblast, Russia|55.0554669|73.3167343
1406|2000-0278-RUS|Republic of Khakassia, Russia|53.0452281|90.3982145
1407|2000-0278-RUS|Krasnoyarsk Krai, Russia|64.24797579999999|95.11041759999999
1408|2000-0278-RUS|Tomsk Oblast, Russia|58.8969882|82.67654999999999
1409|2000-0278-RUS|Ust'-Ordynskii, Irkutsk Oblast, Russia|52.8077256|104.7350371
1410|2000-0284-RUS|Orenburg Oblast, Russia|51.76340260000001|54.6188188
1411|2000-0295-RUS|Arkhangelsk Oblast, Russia|63.2852803|42.5884191
1412|2000-0303-GRC|Flampoura 481 00, Greece|39.06169560000001|20.7519836
1413|2000-0311-AUT|Styria, Austria|47.3593442|14.4699827
1414|2000-0324-HRV|Rijeka, Croatia|45.3270631|14.442176
1415|2000-0324-HRV|Split, Croatia|43.5147118|16.4435148
1416|2000-0324-HRV|Osijek, Croatia|45.5549624|18.6955144
1417|2000-0324-HRV|Zagreb, Croatia|45.8150108|15.981919
1418|2000-0331-GBR|West Yorkshire, UK|53.81081760000001|-1.76261
1419|2000-0331-GBR|North Yorkshire, UK|53.9915028|-1.5412015
1420|2000-0335-ISL|850 Hella, Iceland|63.8325763|-20.3933338
1421|2000-0337-UKR|Luhansk, Luhansk Oblast, Ukraine, 91000|48.574041|39.307815
1422|2000-0337-UKR|Mykolaiv, Mykolaiv Oblast, Ukraine, 54000|46.975033|31.994583
1423|2000-0337-UKR|Kharkiv Oblast, Ukraine|49.9935|36.230383
1424|2000-0337-UKR|Crimean Peninsula|45.3453029|34.4997274
1425|2000-0337-UKR|Ivano-Frankivsk, Ivano-Frankivsk Oblast, Ukraine, 76000|48.922633|24.711117
1426|2000-0337-UKR|Kyiv Oblast, Ukraine|50.0529506|30.7667133
1427|2000-0337-UKR|Dnipropetrovsk Oblast, Ukraine|48.464717|35.046183
1428|2000-0337-UKR|Chernivtsi Oblast, Ukraine|48.291683|25.935217
1429|2000-0337-UKR|Chernihiv Oblast, Ukraine|51.4982|31.28935
1430|2000-0342-RUS|Irkutsk, Irkutsk Oblast, Russia|52.2854834|104.2890222
1431|2000-0342-RUS|Irkutsk Oblast, Russia|56.13214199999999|103.948625
1432|2000-0354-RUS|Chukotsky District, Chukotka Autonomous Okrug, Russia|66.2495291|-172.566331
1433|2000-0354-RUS|Chukotka Autonomous Okrug, Russia|65.6298355|171.6952159
1434|2000-0356-FRA|Haute-Garonne, France|43.4010462|1.135302
1435|2000-0357-FRA|76200 Dieppe, France|49.922992|1.077483
1436|2000-0357-FRA|Normandy, France|48.87987039999999|0.1712529
1437|2000-0359-ESP|Navarre, Spain|42.6953909|-1.6760691
1438|2000-0359-ESP|Catalonia, Spain|41.5911589|1.5208624
1439|2000-0359-ESP|Aragon, Spain|41.5976275|-0.9056623
1440|2000-0379-GRC|East Macedonia and Thrace, Greece|41.1295126|24.8877191
1441|2000-0379-GRC|Southern Aegean, Greece|37.0855302|25.1489215
1442|2000-0379-GRC|Central Macedonia, Greece|40.621173|23.1918021
1443|2000-0379-GRC|Epirus, Greece|39.5706413|20.7642843
1444|2000-0379-GRC|Western Greece, Greece|38.5115496|21.5706786
1445|2000-0379-GRC|Attica, Greece|38.0457568|23.8584737
1446|2000-0379-GRC|West Macedonia Region, Greece|40.3004058|21.7903559
1447|2000-0379-GRC|Nisoi, Uttar Pradesh 243302, India|28.294404|79.24617219999999
1448|2000-0379-GRC|Peloponnese Region, Greece|37.5079472|22.37349
1449|2000-0380-ROU|Dolj County, Romania|44.1623022|23.6325054
1450|2000-0380-ROU|Bucharest, Romania|44.4267674|26.1025384
1451|2000-0382-BGR|Blagoevgrad, Bulgaria|42.0208569|23.0943385
1452|2000-0382-BGR|Sofia, Bulgaria|42.6977082|23.3218675
1453|2000-0382-BGR|Stara Zagora, Bulgaria|42.4257769|25.6344644
1454|2000-0382-BGR|Vidin, Bulgaria|43.9961739|22.8679515
1455|2000-0383-SCG|Subotica, Serbia|46.09695809999999|19.65763
1456|2000-0383-SCG|Leskovac, Serbia|42.9963082|21.9429883
1457|2000-0383-SCG|Belgrade, Serbia|44.8125449|20.46123
1458|2000-0394-RUS|Moscow, Russia|55.755826|37.6173
1459|2000-0407-BGR|Plovdiv Province, Bulgaria|42.135281|24.7454204
1460|2000-0407-BGR|Stara Zagora, Bulgaria|42.4257769|25.6344644
1461|2000-0407-BGR|Burgas, Bulgaria|42.50479259999999|27.4626361
1462|2000-0407-BGR|Haskovo, Bulgaria|41.9344366|25.5554462
1463|2000-0407-BGR|Yambol, Bulgaria|42.48419990000001|26.5035023
1464|2000-0427-UKR|Lviv Oblast, Ukraine|49.839683|24.029717
1465|2000-0455-GRC|Thasos, Greece|40.6844991|24.6483706
1466|2000-0455-GRC|Agioi Theodoroi 200 03, Greece|37.9282447|23.1433311
1467|2000-0455-GRC|Kiato 202 00, Greece|38.0126545|22.750171
1468|2000-0455-GRC|Samos, Greece|37.7547857|26.9777701
1469|2000-0455-GRC|Diakopto 250 03, Greece|38.1916601|22.1981606
1470|2000-0455-GRC|Kavala, Greece|40.937607|24.412866
1471|2000-0457-RUS|Kabardino-Balkarian Republic, Russia|43.3932469|43.5628498
1472|2000-0478-RUS|Sakhalin Oblast, Russia|49.9807847|143.3738129
1473|2000-0478-RUS|Khabarovsk Krai, Russia|50.5888431|135.0
1474|2000-0478-RUS|Primorsky Krai, Russia|45.0525641|135.0
1475|2000-0480-RUS|Sakhalin Oblast, Russia|49.9807847|143.3738129
1476|2000-0488-IRL|Dublin, Ireland|53.3498053|-6.2603097
1477|2000-0514-RUS|Khabarovsk Krai, Russia|50.5888431|135.0
1478|2000-0523-SVK|053 15 Hrabušice, Slovakia|48.975609|20.4088126
1479|2000-0528-HRV|Split, Croatia|43.5147118|16.4435148
1480|2000-0528-HRV|Omiš, Croatia|43.44335590000001|16.6929175
1481|2000-0528-HRV|Slano, Croatia|42.7872022|17.8925994
1482|2000-0528-HRV|Splitska ul. 57/A, 20350, Metković, Croatia|43.0432167|17.6234092
1483|2000-0529-GRC|Corfu, Greece|39.6249838|19.9223461
1484|2000-0529-GRC|Peloponnese Region, Greece|37.5079472|22.37349
1485|2000-0529-GRC|Epirus, Greece|39.5706413|20.7642843
1486|2000-0549-RUS|Dalnegorsk, Primorsky Krai, Russia|44.556083|135.5674263
1487|2000-0553-RUS|Jewish Autonomous Oblast, Russia|48.4808147|131.7657367
1488|2000-0553-RUS|Khabarovsk Krai, Russia|50.5888431|135.0
1489|2000-0553-RUS|Primorskii, Primorsky Krai, Russia|43.09164579999999|131.5873057
1490|2000-0553-RUS|Amur Oblast, Russia|54.60350649999999|127.4801721
1491|2000-0566-LVA|Riga, Latvia|56.9676941|24.1056221
1492|2000-0576-RUS|Sakhalin Oblast, Russia|49.9807847|143.3738129
1493|2000-0576-RUS|Jewish Autonomous Oblast, Russia|48.4808147|131.7657367
1494|2000-0576-RUS|Primorsky Krai, Russia|45.0525641|135.0
1495|2000-0576-RUS|Khabarovsk Krai, Russia|50.5888431|135.0
1496|2000-0577-ITA|Soverato Marina, 88068 Soverato, Province of Catanzaro, Italy|38.687333|16.5500558
1497|2000-0580-ESP|Catalonia, Spain|41.5911589|1.5208624
1498|2000-0580-ESP|Castile and León, Spain|41.83568210000001|-4.397635699999999
1499|2000-0580-ESP|Galicia, Spain|42.5750554|-8.1338558
1500|2000-0603-UKR|Dnipropetrovsk Oblast, Ukraine|48.464717|35.046183
1501|2000-0612-RUS|Sakhalin Oblast, Russia|49.9807847|143.3738129
1502|2000-0612-RUS|Primorsky Krai, Russia|45.0525641|135.0
1503|2000-0632-ITA|Adige, Italy|45.90925040443413|11.43648426179693
1504|2000-0632-ITA|Piazza Lodron, 38122 Trento TN, Italy|46.0678699|11.1230054
1505|2000-0633-SCG|Herceg Novi, Montenegro|42.4572478|18.5314753
1506|2000-0633-SCG|Serbia|44.016521|21.005859
1507|2000-0633-SCG|Pluzine, Montenegro|43.1541366|18.8410376
1508|2000-0633-SCG|Ulcinj, Montenegro|41.9310884|19.2147632
1509|2000-0633-SCG|Žabljak, Montenegro|43.1555152|19.1226018
1510|2000-0633-SCG|Kotor, Montenegro|42.424662|18.771234
1511|2000-0633-SCG|Budva, Montenegro|42.2911489|18.840295
1512|2000-0633-SCG|Berane, Montenegro|42.83793439999999|19.8603732
1513|2000-0633-SCG|Mojkovac, Montenegro|42.9600774|19.5835874
1514|2000-0633-SCG|Danilovgrad, Montenegro|42.5537532|19.1077389
1515|2000-0636-FRA|Montpellier, France|43.610769|3.876716
1516|2000-0636-FRA|Marseille, France|43.296482|5.36978
1517|2000-0639-MKD|Municipality of Kratovo, North Macedonia|42.0818061|22.1191757
1518|2000-0639-MKD|Municipality of Kumanovo, North Macedonia|42.0732613|21.7853143
1519|2000-0639-MKD|Shtip, North Macedonia|41.746429|22.199654
1520|2000-0639-MKD|Gostivar, North Macedonia|41.80255409999999|20.9089378
1521|2000-0639-MKD|Bitola, North Macedonia|41.0296773|21.3292164
1522|2000-0639-MKD|Skopje, North Macedonia|41.9981294|21.4254355
1523|2000-0639-MKD|Kičevo, North Macedonia|41.5129112|20.9525065
1524|2000-0639-MKD|Prilep, North Macedonia|41.3440827|21.5527922
1525|2000-0639-MKD|Gevgelija, North Macedonia|41.1451892|22.4997467
1526|2000-0639-MKD|Sveti Nikole, North Macedonia|41.8656094|21.9373445
1527|2000-0662-GBR|Edenbridge TN8, UK|51.196259|0.06545100000000001
1528|2000-0662-GBR|Yalding, Maidstone ME18, UK|51.22364|0.430255
1529|2000-0662-GBR|Dartford District, UK|51.441199|0.246311
1530|2000-0662-GBR|Tenterden, UK|51.069358|0.689122
1531|2000-0662-GBR|West Sussex, UK|50.9280143|-0.4617075
1532|2000-0662-GBR|Hampshire, UK|51.05769480000001|-1.3080629
1533|2000-0662-GBR|Uckfield TN22, UK|50.966414|0.09591300000000001
1534|2000-0671-ITA|26865 San Rocco al Porto, Province of Lodi, Italy|45.0832757|9.696073199999999
1535|2000-0671-ITA|10080 Ronco Canavese, Metropolitan City of Turin, Italy|45.5030586|7.5488151
1536|2000-0671-ITA|10034 Chivasso, Metropolitan City of Turin, Italy|45.19003840000001|7.888952
1537|2000-0671-ITA|Province of Pavia, Italy|45.3218166|8.8466236
1538|2000-0671-ITA|10080 Noasca, Metropolitan City of Turin, Italy|45.4544387|7.313591899999999
1539|2000-0671-ITA|27100 Pavia, Province of Pavia, Italy|45.1847248|9.1582069
1540|2000-0671-ITA|Province of Cremona, Italy|45.2014375|9.983658199999999
1541|2000-0671-ITA|10010 Salerano Canavese, Metropolitan City of Turin, Italy|45.4583478|7.8502308
1542|2000-0671-ITA|26100 Cremona, Province of Cremona, Italy|45.133249|10.0226511
1543|2000-0672-CHE|3907 Zwischbergen, Switzerland|46.1957797|8.1405466
1544|2000-0673-BIH|Bosnia and Herzegovina|43.915886|17.679076
1545|2000-0679-IRL|Waterford, Ireland|52.2593197|-7.110070299999999
1546|2000-0679-IRL|Cork, Ireland|51.8985143|-8.4756035
1547|2000-0688-NOR|Oppegard, Norway|59.76460369999999|10.8096946
1548|2000-0688-NOR|C. J. Hambros plass 4, 0164 Oslo, Norway|59.9156424|10.7414542
1549|2000-0688-NOR|Oslo, Norway|59.91386130000001|10.7522173
1550|2000-0688-NOR|Lørenskog Municipality, Norway|59.923799|10.9541825
1551|2000-0688-NOR|Østbanehallen, Jernbanetorget 1, 0154 Oslo, Norway|59.91090320000001|10.7515527
1552|2000-0688-NOR|Nesodden Municipality, Norway|59.80428189999999|10.6381967
1553|2000-0688-NOR|Ringerike Municipality, Norway|60.3003945|9.9808541
1554|2000-0688-NOR|Bærum, Norway|59.95742329999999|10.4786126
1555|2000-0699-ESP|43870 Amposta, Tarragona, Spain|40.7067997|0.5801695
1556|2000-0699-ESP|Valencian Community, Spain|39.4840108|-0.7532808999999999
1557|2000-0699-ESP|Teruel, Spain|40.3456879|-1.1064345
1558|2000-0699-ESP|Albacete, Spain|38.8036957|-1.9881527
1559|2000-0699-ESP|Region of Murcia, Murcia, Spain|38.1398141|-1.366216
1560|2000-0699-ESP|Zaragoza, Spain|41.64882009999999|-0.8890616
1561|2000-0705-RUS|Moskva River, Russia|55.45375285988239|37.05284835769984
1562|2000-0708-GRC|Corfu, Greece|39.6242621|19.9216777
1563|2000-0708-GRC|Corfu, Greece|39.6118388|19.8306051
1564|2000-0710-RUS|Chechnya, Russia|43.4023301|45.7187468
1565|2000-0714-GBR|Bognor Regis, UK|50.782998|-0.673061
1566|2000-0714-GBR|Selsey, UK|50.730991|-0.793704
1567|2000-0714-GBR|Larkhill, Salisbury, UK|51.19884099999999|-1.813649
1568|2000-0714-GBR|South Yorkshire, UK|53.46969679999999|-1.3259683
1569|2000-0714-GBR|West Yorkshire, UK|53.81081760000001|-1.76261
1570|2000-0714-GBR|East Sussex, UK|50.9085955|0.2494166
1571|2000-0742-GRC|Corinth 201 00, Greece|37.9386365|22.9322383
1572|2000-0742-GRC|Attiki, Athens 104 45, Greece|37.9982945|23.7215764
1573|2000-0752-ITA|55100 Lucca, Province of Lucca, Italy|43.8429197|10.5026977
1574|2000-0752-ITA|38030 Roverè della Luna, Autonomous Province of Trento, Italy|46.24870869999999|11.1688194
1575|2000-0752-ITA|Venice, Metropolitan City of Venice, Italy|45.4408474|12.3155151
1576|2000-0752-ITA|Villa San José de Vinchina, La Rioja Province, Argentina|-28.7536998|-68.2049787
1577|2000-0752-ITA|Friuli-Venezia Giulia, Italy|46.2259177|13.1033646
1578|2000-0752-ITA|Lombardy, Italy|45.47906709999999|9.8452433
1579|2000-0775-FRA|02400 Épaux-Bézu, France|49.109028|3.346459
1580|2000-0784-UKR|Ternopil Oblast, Ukraine|49.553517|25.594767
1581|2000-0784-UKR|Kherson Oblast, Ukraine|46.635417|32.616867
1582|2000-0784-UKR|Zhytomyr Oblast, Ukraine|50.25465|28.658667
1583|2000-0784-UKR|Chernivtsi Oblast, Ukraine|48.291683|25.935217
1584|2000-0784-UKR|Kyiv Oblast, Ukraine|50.0529506|30.7667133
1585|2000-0784-UKR|Mykolaiv, Mykolaiv Oblast, Ukraine, 54000|46.975033|31.994583
1586|2000-0784-UKR|Odesa Oblast, Ukraine|46.484583|30.7326
1587|2000-0792-FRA|France|46.227638|2.213749
1588|2000-0792-FRA|Yvelines, France|48.7850939|1.8256572
1589|2000-0807-MDA|Chişinău, Moldova|47.0104529|28.8638103
1590|2000-0807-MDA|Bălți, Moldova|47.7539947|27.9184148
1591|2000-0807-MDA|Ungheni, Moldova|47.2305767|27.7892661
1592|2000-0807-MDA|Dubăsari, Moldova|47.2643942|29.1550348
1593|2000-0807-MDA|Edineţ, Moldova|48.1678991|27.2936143
1594|2000-0807-MDA|Soroca, Moldova|48.1549743|28.2870783
1595|2000-0807-MDA|Orhei, Moldova|47.38604|28.8303082
1596|2000-0812-FRA|Morbihan, France|47.8852929|-2.9001865
1597|2000-0812-FRA|Finistere, France|48.2520249|-3.9300525
1598|2000-0813-PRT|Viana do Castelo, Portugal|41.6918275|-8.8344101
1599|2000-0813-PRT|Viseu District, Portugal|40.6588424|-7.914756
1600|2000-0813-PRT|Lisbon, Portugal|38.7222524|-9.1393366
1601|2000-0813-PRT|6000 Castelo Branco, Portugal|39.8197117|-7.4964662
1602|2000-0813-PRT|Aveiro, Portugal|40.6405055|-8.6537539
1603|2000-0813-PRT|7800 Beja, Portugal|38.0153039|-7.8627308
1604|2000-0813-PRT|Braga, Portugal|41.5454486|-8.426506999999999
1605|2000-0813-PRT|Coimbra, Portugal|40.2033145|-8.4102573
1606|2000-0813-PRT|7300 Portalegre, Portugal|39.2967086|-7.4284755
1607|2000-0813-PRT|Porto, Portugal|41.1579438|-8.629105299999999
1608|2000-0814-ESP|Castile and León, Spain|41.83568210000001|-4.397635699999999
1609|2000-0814-ESP|Cantabria, Spain|43.1828396|-3.9878427
1610|2000-0814-ESP|Galicia, Spain|42.5750554|-8.1338558
1611|2000-0814-ESP|Asturias, Spain|43.3613953|-5.8593267
1612|2000-0830-POL|Greater Poland Voivodeship, Poland|52.279986|17.3522939
1613|2000-0830-POL|Opole, Poland|50.6683223|17.9230651
1614|2000-0830-POL|27-300 Śląsko, Poland|51.1334501|21.6420157
1615|2000-0830-POL|Podlasie, Silec, Poland|54.1569972|21.5618821
1616|2000-0830-POL|Pomeranian Voivodeship, Poland|54.2944252|18.1531164
1617|2000-0830-POL|Osiedle Dolnośląskie, 97-400 Bełchatów, Poland|51.35615840000001|19.3628186
1618|2000-0830-POL|Łódź, Poland|51.7592485|19.4559833
1619|2000-0830-POL|Lublin Voivodeship, Poland|51.2493519|23.1011392
1620|2000-0830-POL|Lubusz Voivodeship, Poland|52.2274612|15.2559103
1621|2000-0830-POL|Świętokrzyskie Voivodeship, Poland|50.6261041|20.9406279
1622|2000-0837-ESP|Lleida, Spain|42.073315|1.0586135
1623|2000-0837-ESP|22661 Panticosa, Huesca, Spain|42.7237286|-0.2842732
1624|2000-0837-ESP|Girona, Spain|42.0407088|2.9375739
1625|2000-0837-ESP|Valencia, Spain|39.4840108|-0.7532808999999999
1626|2000-0842-GBR|Worcester, UK|52.193636|-2.221575
1627|2000-0842-GBR|Somerset, UK|51.105097|-2.9262307
1628|2000-0842-GBR|Hereford, UK|52.05639799999999|-2.715974
1629|2000-0842-GBR|Gloucester, UK|51.8642449|-2.238156
1630|2000-0842-GBR|Bath, UK|51.3781018|-2.3596827
1631|2000-0856-GBR|Northern Ireland, UK|54.7877149|-6.4923145
1632|2000-0864-RUS|Serpukhov, Moscow Oblast, Russia|54.9179562|37.4229963
1633|2000-0868-HRV|53220, Otočac, Croatia|44.8689344|15.237525
1634|2000-0868-HRV|Senj, Croatia|44.9930145|14.900242
1635|2000-0868-HRV|Metković, Croatia|43.05328009999999|17.6493431
1636|2000-0868-SCG|Danilovgrad, Montenegro|42.5537532|19.1077389
1637|2000-0868-SCG|Kotor, Montenegro|42.424662|18.771234
1638|2000-0868-SCG|Bar, Montenegro|42.0912106|19.089904
1639|2000-0868-SCG|Serbia|44.016521|21.005859
1640|2000-0870-FRA|Alpes-Maritimes, France|43.9466791|7.179025999999999
1641|2000-9318-MDA|Chişinău, Moldova|47.0104529|28.8638103
1642|2000-9318-MDA|Orhei, Moldova|47.38604|28.8303082
1643|2000-9318-MDA|Bender, Moldova|46.82275509999999|29.4620101
1644|2000-9318-MDA|Ungheni, Moldova|47.2305767|27.7892661
1645|2000-9318-MDA|Soroca, Moldova|48.1549743|28.2870783
1646|2000-9318-MDA|Edineţ, Moldova|48.1678991|27.2936143
1647|2000-9318-MDA|Dubăsari, Moldova|47.2643942|29.1550348
1648|2000-9318-MDA|Gagauzia, Moldova|46.0979435|28.6384645
1649|2000-9318-MDA|Bălți, Moldova|47.7539947|27.9184148
1650|2000-9318-MDA|Cahul District, Moldova|45.87067529999999|28.2565703
1651|2000-9328-ROU|Constanța, Romania|44.1759147|28.6519359
1652|2000-9328-ROU|Teleorman, Romania|44.0160491|25.2986628
1653|2000-9328-ROU|Mehedinți County, Romania|44.5515053|22.9044157
1654|2000-9328-ROU|Brăila, Romania|45.2652463|27.9594714
1655|2000-9328-ROU|Botoșani, Romania|47.7406537|26.6658127
1656|2000-9328-ROU|Olt County, Romania|44.200797|24.5022981
1657|2000-9328-ROU|Vaslui, Romania|46.6406915|27.7276468
1658|2000-9328-ROU|Dolj County, Romania|44.1623022|23.6325054
1659|2000-9537-BIH|Federation of Bosnia and Herzegovina, Bosnia and Herzegovina|43.8874897|17.842793
1660|2000-9537-BIH|Republika Srpska, Bosnia and Herzegovina|44.7280186|17.3148136
1661|2000-9788-BGR|Razgrad, Bulgaria|43.53367189999999|26.5411164
1662|2000-9788-BGR|3953 Targovishte, Bulgaria|43.5332911|22.7053453
1663|2000-9788-BGR|6362 Gabrovo, Bulgaria|41.8|25.67
1664|2000-9788-BGR|Plovdiv, Bulgaria|42.1354079|24.7452904
1665|2000-9788-BGR|Varna, Bulgaria|43.2140504|27.9147333
1666|2000-9788-BGR|Veliko Tarnovo, Bulgaria|43.0756739|25.6171514
1667|2000-9788-BGR|Kyustendil, Bulgaria|42.2868817|22.6939308
1668|2000-9788-BGR|Pazardzhik, Bulgaria|42.1927654|24.3335662
